league,season,game,jersey_number,player,team,is_starter,position,minutes_played
FRA-Ligue 1,2122,2022-02-12 Montpellier-Lille,11,Hatem Ben Arfa,Lille,False,,0
FRA-Ligue 1,2122,2022-02-12 Montpellier-Lille,17,Burak Yılmaz,Lille,False,"LM,FW",27
FRA-Ligue 1,2122,2022-02-12 Montpellier-Lille,22,Timothy Weah,Lille,False,"FW,LM",12
FRA-Ligue 1,2122,2022-02-12 Montpellier-Lille,23,Edon Zhegrova,Lille,False,,0
FRA-Ligue 1,2122,2022-02-12 Montpellier-Lille,24,Amadou Onana,Lille,False,RM,1
FRA-Ligue 1,2122,2022-02-12 Montpellier-Lille,26,Jérémy Pied,Lille,False,,0
FRA-Ligue 1,2122,2022-02-12 Montpellier-Lille,29,Domagoj Bradarić,Lille,False,,0
FRA-Ligue 1,2122,2022-02-12 Montpellier-Lille,34,Ugo Raghouber,Lille,False,,0
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,1,Anthony Lopes,Lyon,True,GK,90
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,3,Emerson Palmieri,Lyon,True,LB,69
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,4,Castello Lukeba,Lyon,True,CB,90
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,8,Houssem Aouar,Lyon,True,"LW,DM",90
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,9,Moussa Dembélé,Lyon,True,FW,90
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,10,Lucas Paquetá,Lyon,True,"AM,DM",90
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,15,Romain Faivre,Lyon,True,"RW,AM",90
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,17,Malo Gusto,Lyon,True,RB,90
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,23,Thiago Mendes,Lyon,True,"DM,CB",90
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,27,Jérôme Boateng,Lyon,True,CB,68
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,28,Tanguy Ndombele,Lyon,True,DM,77
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,30,Julian Pollersbeck,Lyon,False,,0
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,5,Jason Denayer,Lyon,False,,0
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,11,Tino Kadewere,Lyon,False,"LW,CB",22
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,12,Henrique,Lyon,False,LB,21
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,14,Leo Dubois,Lyon,False,,0
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,20,Tetê,Lyon,False,"RW,DM",13
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,21,Damien Da Silva,Lyon,False,,0
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,22,Jeff Reine-Adélaïde,Lyon,False,,0
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,26,Bradley Barcola,Lyon,False,,0
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,16,Anthony Mandrea,Angers,True,GK,90
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,2,Batista Mendy,Angers,True,CB,90
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,3,Souleyman Doumbia,Angers,True,"WB,LM",90
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,5,Thomas Mangani,Angers,True,CM,90
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,6,Enzo Ebosse,Angers,True,CB,90
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,7,Sofiane Boufal,Angers,True,"FW,LW",83
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,8,Ismaël Traoré,Angers,True,CB,90
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,10,Angelo Fulgini,Angers,True,CM,73
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,15,Pierrick Capelle,Angers,True,CM,74
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,19,Stéphane Bahoken,Angers,True,FW,82
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,27,Mathias Pereira Lage,Angers,True,"WB,RM",89
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,30,Danijel Petković,Angers,False,,0
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,9,Casimir Ninga,Angers,False,"LW,FW",7
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,18,Azzedine Ounahi,Angers,False,CM,16
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,21,Mohamed Ali Cho,Angers,False,"RW,RM",17
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,22,Marin Jakoliš,Angers,False,"FW,LM",8
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,25,Abdoulaye Bamba,Angers,False,RB,1
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,26,Waniss Taibi,Angers,False,,0
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,29,Vincent Manceau,Angers,False,,0
FRA-Ligue 1,2122,2022-04-03 Lyon-Angers,33,Ali Kalla,Angers,False,,0
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,30,Gauthier Gallon,Troyes,True,GK,90
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,2,Erik Palmer-Brown,Troyes,True,CB,90
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,6,Rominigue Kouamé,Troyes,True,"CM,RM",90
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,10,Florian Tardieu,Troyes,True,CM,90
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,12,Abdu Conté,Troyes,True,CB,90
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,13,Ike Ugbo,Troyes,True,FW,76
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,17,Yoann Salmier,Troyes,True,CB,90
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,22,Yasser Larouci,Troyes,True,LB,81
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,24,Xavier Chavalerin,Troyes,True,LM,90
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,26,Lebo Mothiba,Troyes,True,RM,58
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,29,Issa Kaboré,Troyes,True,RB,90
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,16,Sebastien Renot,Troyes,False,,0
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,5,Tristan Dingomé,Troyes,False,CM,14
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,14,Dylan Chambost,Troyes,False,,0
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,19,Oualid El Hajjam,Troyes,False,LB,9
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,20,Renaud Ripart,Troyes,False,"FW,RM",32
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,34,Mamadou Camara,Troyes,False,,0
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,36,Nathan Gassama,Troyes,False,,0
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,37,Mathis Hamdi,Troyes,False,,0
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,38,Alexis Lefebvre,Troyes,False,,0
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,1,Alban Lafont,Nantes,True,GK,90
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,3,Andrei Girotto,Nantes,True,CB,54
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,4,Nicolas Pallois,Nantes,True,CB,14
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,5,Pedro Chirivella,Nantes,True,CM,90
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,10,Ludovic Blas,Nantes,True,"RW,FW",65
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,12,Dennis Appiah,Nantes,True,"RM,RB",90
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,18,Samuel Moutoussamy,Nantes,True,"CM,CB",90
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,21,Jean-Charles Castelletto,Nantes,True,CB,90
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,23,Randal Kolo Muani,Nantes,True,FW,90
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,27,Moses Simon,Nantes,True,"LW,LM",90
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,29,Quentin Merlin,Nantes,True,"LM,LB",90
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,30,Denis Petrić,Nantes,False,,0
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,6,Roli Pereira de Sa,Nantes,False,,0
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,7,Kalifa Coulibaly,Nantes,False,,0
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,8,Wylan Cyprien,Nantes,False,CM,25
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,14,Charles Traore,Nantes,False,CB,51
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,19,Willem Geubbels,Nantes,False,FW,25
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,26,Osman Bukari,Nantes,False,RM,36
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,31,Lohann Doucet,Nantes,False,,0
FRA-Ligue 1,2122,2022-03-12 Troyes-Nantes,33,Abdoulaye Sylla,Nantes,False,,0
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,1,Keylor Navas,Paris Saint-Germain,True,GK,90
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,2,Achraf Hakimi,Paris Saint-Germain,True,RB,90
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,3,Presnel Kimpembe,Paris Saint-Germain,True,CB,90
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,5,Marquinhos,Paris Saint-Germain,True,CB,90
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,6,Marco Verratti,Paris Saint-Germain,True,DM,77
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,7,Kylian Mbappé,Paris Saint-Germain,True,FW,90
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,10,Neymar,Paris Saint-Germain,True,LW,90
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,11,Ángel Di María,Paris Saint-Germain,True,RW,88
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,15,Danilo Pereira,Paris Saint-Germain,True,DM,76
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,25,Nuno Mendes,Paris Saint-Germain,True,LB,90
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,30,Lionel Messi,Paris Saint-Germain,True,AM,90
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,50,Gianluigi Donnarumma,Paris Saint-Germain,False,,0
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,4,Sergio Ramos,Paris Saint-Germain,False,,0
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,14,Juan Bernat,Paris Saint-Germain,False,,0
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,18,Georginio Wijnaldum,Paris Saint-Germain,False,DM,13
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,21,Ander Herrera,Paris Saint-Germain,False,,0
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,24,Thilo Kehrer,Paris Saint-Germain,False,,0
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,27,Idrissa Gana Gueye,Paris Saint-Germain,False,DM,14
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,31,El Chadaille Bitshiabu,Paris Saint-Germain,False,,0
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,35,Ismaël Gharbi,Paris Saint-Germain,False,RW,2
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,40,Jessy Moulin,Troyes,True,GK,90
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,2,Erik Palmer-Brown,Troyes,True,CB,90
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,4,Giulian Biancone,Troyes,True,CB,90
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,6,Rominigue Kouamé,Troyes,True,CM,88
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,10,Florian Tardieu,Troyes,True,CM,90
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,12,Abdu Conté,Troyes,True,"CB,LB",90
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,13,Ike Ugbo,Troyes,True,FW,76
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,20,Renaud Ripart,Troyes,True,RM,90
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,22,Yasser Larouci,Troyes,True,LB,76
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,24,Xavier Chavalerin,Troyes,True,"LM,CM",90
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,29,Issa Kaboré,Troyes,True,RB,90
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,16,Sebastien Renot,Troyes,False,,0
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,5,Tristan Dingomé,Troyes,False,"LM,CM",2
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,7,Yoann Touzghar,Troyes,False,,0
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,14,Dylan Chambost,Troyes,False,,0
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,17,Yoann Salmier,Troyes,False,CB,14
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,19,Oualid El Hajjam,Troyes,False,,0
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,25,Mama Samba Baldé,Troyes,False,FW,14
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,34,Mamadou Camara,Troyes,False,,0
FRA-Ligue 1,2122,2022-05-08 Paris S-G-Troyes,36,Derek Mazou-Sacko,Troyes,False,,0
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,1,Alban Lafont,Nantes,True,GK,90
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,2,Fábio,Nantes,True,RB,68
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,3,Andrei Girotto,Nantes,True,"DM,CB",90
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,4,Nicolas Pallois,Nantes,True,CB,90
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,5,Pedro Chirivella,Nantes,True,DM,36
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,7,Kalifa Coulibaly,Nantes,True,FW,68
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,10,Ludovic Blas,Nantes,True,AM,90
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,21,Jean-Charles Castelletto,Nantes,True,CB,85
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,23,Randal Kolo Muani,Nantes,True,RW,90
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,27,Moses Simon,Nantes,True,LW,85
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,29,Quentin Merlin,Nantes,True,LB,90
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,30,Denis Petrić,Nantes,False,,0
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,8,Wylan Cyprien,Nantes,False,DM,54
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,11,Marcus Coco,Nantes,False,,0
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,12,Dennis Appiah,Nantes,False,,0
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,18,Samuel Moutoussamy,Nantes,False,,0
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,19,Willem Geubbels,Nantes,False,DM,5
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,20,Jean-Kévin Augustin,Nantes,False,FW,22
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,24,Sébastien Corchia,Nantes,False,RB,22
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,26,Osman Bukari,Nantes,False,LW,5
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,16,Anthony Mandrea,Angers,True,GK,90
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,2,Batista Mendy,Angers,True,CM,76
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,6,Enzo Ebosse,Angers,True,CB,90
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,7,Sofiane Boufal,Angers,True,FW,82
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,8,Ismaël Traoré,Angers,True,CB,90
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,10,Angelo Fulgini,Angers,True,FW,76
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,15,Pierrick Capelle,Angers,True,WB,82
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,18,Azzedine Ounahi,Angers,True,CM,90
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,23,Nabil Bentaleb,Angers,True,CM,90
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,24,Romain Thomas,Angers,True,CB,90
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,25,Abdoulaye Bamba,Angers,True,WB,90
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,30,Danijel Petković,Angers,False,,0
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,5,Thomas Mangani,Angers,False,CM,14
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,9,Casimir Ninga,Angers,False,FW,8
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,21,Mohamed Ali Cho,Angers,False,FW,14
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,22,Marin Jakoliš,Angers,False,,0
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,26,Waniss Taibi,Angers,False,,0
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,29,Vincent Manceau,Angers,False,WB,8
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,33,Ali Kalla,Angers,False,,0
FRA-Ligue 1,2122,2022-04-17 Nantes-Angers,34,Yassin Belkhdim,Angers,False,,0
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,1,Alban Lafont,Nantes,True,GK,90
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,3,Andrei Girotto,Nantes,True,"CB,CM",90
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,4,Nicolas Pallois,Nantes,True,CB,90
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,7,Kalifa Coulibaly,Nantes,True,FW,70
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,8,Wylan Cyprien,Nantes,True,CM,71
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,10,Ludovic Blas,Nantes,True,"AM,CM",80
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,11,Marcus Coco,Nantes,True,WB,84
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,18,Samuel Moutoussamy,Nantes,True,CM,90
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,21,Jean-Charles Castelletto,Nantes,True,CB,90
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,23,Randal Kolo Muani,Nantes,True,AM,80
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,29,Quentin Merlin,Nantes,True,WB,90
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,16,Rémy Descamps,Nantes,False,,0
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,2,Fábio,Nantes,False,WB,6
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,12,Dennis Appiah,Nantes,False,CB,10
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,20,Jean-Kévin Augustin,Nantes,False,FW,19
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,24,Sébastien Corchia,Nantes,False,,0
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,26,Osman Bukari,Nantes,False,AM,20
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,31,Gor Manvelyan,Nantes,False,,0
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,32,Mohamed Achi,Nantes,False,AM,10
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,33,Abdoulaye Sylla,Nantes,False,,0
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,50,Paul Bernardoni,Saint-Étienne,True,GK,90
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,3,Mickael Nade,Saint-Étienne,True,CB,90
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,8,Mahdi Camara,Saint-Étienne,True,CM,90
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,9,Sada Thioub,Saint-Étienne,True,WB,45
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,10,Wahbi Khazri,Saint-Étienne,True,FW,73
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,13,Miguel Trauco,Saint-Étienne,True,WB,90
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,14,Falaye Sacko,Saint-Étienne,True,"CB,WB",90
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,17,Adil Aouchiche,Saint-Étienne,True,AM,68
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,20,Denis Bouanga,Saint-Étienne,True,FW,86
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,22,Eliaquim Mangala,Saint-Étienne,True,CB,90
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,28,Zaydou Youssouf,Saint-Étienne,True,CM,73
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,40,Etienne Green,Saint-Étienne,False,,0
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,2,Harold Moukoudi,Saint-Étienne,False,CB,4
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,6,Lucas Gourna-Douath,Saint-Étienne,False,CM,17
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,11,Gabriel Silva,Saint-Étienne,False,,0
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,18,Arnaud Nordin,Saint-Étienne,False,"FW,AM",17
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,21,Romain Hamouma,Saint-Étienne,False,"WB,FW",45
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,26,Bakary Sako,Saint-Étienne,False,,0
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,27,Yvann Macon,Saint-Étienne,False,,0
FRA-Ligue 1,2122,2022-05-21 Nantes-Saint-Étienne,31,Enzo Crivelli,Saint-Étienne,False,"AM,FW",22
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,1,Keylor Navas,Paris Saint-Germain,True,GK,90
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,2,Achraf Hakimi,Paris Saint-Germain,True,RB,90
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,3,Presnel Kimpembe,Paris Saint-Germain,True,CB,90
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,7,Kylian Mbappé,Paris Saint-Germain,True,LW,90
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,9,Mauro Icardi,Paris Saint-Germain,True,FW,87
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,18,Georginio Wijnaldum,Paris Saint-Germain,True,LM,87
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,21,Ander Herrera,Paris Saint-Germain,True,"CM,RM",90
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,22,Abdou Diallo,Paris Saint-Germain,True,LB,90
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,23,Julian Draxler,Paris Saint-Germain,True,RW,69
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,24,Thilo Kehrer,Paris Saint-Germain,True,CB,90
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,36,Junior Dina Ebimbe,Paris Saint-Germain,True,RM,59
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,16,Sergio Rico,Paris Saint-Germain,False,,0
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,12,Rafinha,Paris Saint-Germain,False,LM,3
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,15,Danilo Pereira,Paris Saint-Germain,False,CM,31
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,19,Pablo Sarabia,Paris Saint-Germain,False,RW,21
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,29,Arnaud Kalimuendo,Paris Saint-Germain,False,FW,3
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,31,El Chadaille Bitshiabu,Paris Saint-Germain,False,,0
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,33,Nathan Bitu Mazala,Paris Saint-Germain,False,,0
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,35,Ismaël Gharbi,Paris Saint-Germain,False,,0
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,38,Edouard Michut,Paris Saint-Germain,False,,0
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,1,Matz Sels,Strasbourg,True,GK,90
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,4,Karol Fila,Strasbourg,True,RB,62
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,5,Lucas Perrin,Strasbourg,True,CB,90
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,6,Jean-Eudes Aholou,Strasbourg,True,CM,41
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,9,Kévin Gameiro,Strasbourg,True,FW,75
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,11,Dimitri Liénard,Strasbourg,True,LB,90
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,14,Sanjin Prcić,Strasbourg,True,CM,75
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,17,Jean-Ricner Bellegarde,Strasbourg,True,CM,90
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,24,Alexander Djiku,Strasbourg,True,CB,80
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,25,Ludovic Ajorque,Strasbourg,True,FW,75
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,27,Ibrahima Sissoko,Strasbourg,True,"CB,CM",90
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,16,Eiji Kawashima,Strasbourg,False,,0
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,8,Abdul Majeed Waris,Strasbourg,False,FW,15
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,10,Adrien Thomasson,Strasbourg,False,CM,49
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,18,Mahame Siby,Strasbourg,False,CB,15
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,19,Anthony Caci,Strasbourg,False,RB,28
