league,season,game,jersey_number,player,team,is_starter,position,minutes_played
FRA-Ligue 1,2122,2022-05-06 Lille-Monaco,22,Youssouf Fofana,Monaco,True,DM,90
FRA-Ligue 1,2122,2022-05-06 Lille-Monaco,26,Ruben Aguilar,Monaco,True,RB,90
FRA-Ligue 1,2122,2022-05-06 Lille-Monaco,31,Kevin Volland,Monaco,True,AM,80
FRA-Ligue 1,2122,2022-05-06 Lille-Monaco,30,Vito Mannone,Monaco,False,,0
FRA-Ligue 1,2122,2022-05-06 Lille-Monaco,6,Axel Disasi,Monaco,False,,0
FRA-Ligue 1,2122,2022-05-06 Lille-Monaco,9,Myron Boadu,Monaco,False,FW,25
FRA-Ligue 1,2122,2022-05-06 Lille-Monaco,11,Jean Lucas,Monaco,False,AM,10
FRA-Ligue 1,2122,2022-05-06 Lille-Monaco,14,Ismail Jakobs,Monaco,False,LW,35
FRA-Ligue 1,2122,2022-05-06 Lille-Monaco,19,Djibril Sidibé,Monaco,False,,0
FRA-Ligue 1,2122,2022-05-06 Lille-Monaco,35,Maghnes Akliouche,Monaco,False,,0
FRA-Ligue 1,2122,2022-05-06 Lille-Monaco,36,Eliot Matazo,Monaco,False,,0
FRA-Ligue 1,2122,2022-05-06 Lille-Monaco,37,Sofiane Diop,Monaco,False,,0
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,1,Ivo Grbić,Lille,True,GK,90
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,2,Zeki Çelik,Lille,True,RB,90
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,3,Tiago Djaló,Lille,True,LB,90
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,4,Sven Botman,Lille,True,CB,90
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,6,José Fonte,Lille,True,CB,90
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,7,Jonathan Bamba,Lille,True,LM,80
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,9,Jonathan David,Lille,True,FW,90
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,10,Jonathan Ikone,Lille,True,RM,68
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,17,Burak Yılmaz,Lille,True,FW,90
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,18,Renato Sanches,Lille,True,CM,90
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,21,Benjamin André,Lille,True,CM,89
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,40,Jules Raux,Lille,False,,0
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,5,Gabriel Gudmundsson,Lille,False,LM,10
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,8,Xeka,Lille,False,,0
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,11,Yusuf Yazıcı,Lille,False,,0
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,19,Isaac Lihadji,Lille,False,,0
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,20,Angel Gomes,Lille,False,RM,22
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,24,Amadou Onana,Lille,False,CM,1
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,27,Cheikh Niasse,Lille,False,,0
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,29,Domagoj Bradarić,Lille,False,,0
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,1,Anthony Lopes,Lyon,True,GK,90
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,4,Castello Lukeba,Lyon,True,CB,90
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,8,Houssem Aouar,Lyon,True,AM,84
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,9,Moussa Dembélé,Lyon,True,FW,90
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,12,Henrique,Lyon,True,WB,34
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,17,Malo Gusto,Lyon,True,WB,84
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,20,Islam Slimani,Lyon,True,FW,72
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,21,Damien Da Silva,Lyon,True,CB,90
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,23,Thiago Mendes,Lyon,True,CM,72
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,27,Jérôme Boateng,Lyon,True,CB,90
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,39,Bruno Guimarães,Lyon,True,CM,90
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,30,Julian Pollersbeck,Lyon,False,,0
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,3,Emerson Palmieri,Lyon,False,WB,56
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,11,Tino Kadewere,Lyon,False,"FW,AM",18
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,14,Leo Dubois,Lyon,False,WB,6
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,18,Rayan Cherki,Lyon,False,AM,6
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,19,Habib Keita,Lyon,False,,0
FRA-Ligue 1,2122,2021-12-12 Lille-Lyon,25,Maxence Caqueret,Lyon,False,CM,18
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,16,Pau López,Marseille,True,GK,90
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,2,William Saliba,Marseille,True,CB,90
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,3,Álvaro González,Marseille,True,CB,90
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,6,Mattéo Guendouzi,Marseille,True,CM,90
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,9,Arkadiusz Milik,Marseille,True,FW,81
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,10,Dimitri Payet,Marseille,True,CM,90
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,14,Luan Peres Petroni,Marseille,True,LB,90
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,20,Konrad De La Fuente,Marseille,True,LM,68
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,21,Valentin Rongier,Marseille,True,RB,90
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,22,Pape Gueye,Marseille,True,DM,90
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,29,Pol Lirola,Marseille,True,RM,85
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,30,Steve Mandanda,Marseille,False,,0
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,4,Boubacar Kamara,Marseille,False,,0
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,5,Leonardo Balerdi,Marseille,False,,0
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,7,Amine Harit,Marseille,False,,0
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,8,Gerson,Marseille,False,FW,9
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,11,Luis Henrique,Marseille,False,RM,5
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,12,Bamba Dieng,Marseille,False,LM,22
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,15,Duje Ćaleta-Car,Marseille,False,,0
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,23,Jordan Amavi,Marseille,False,,0
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,30,Gauthier Gallon,Troyes,True,GK,90
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,3,Youssouf Koné,Troyes,True,LB,86
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,4,Giulian Biancone,Troyes,True,RB,90
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,6,Rominigue Kouamé,Troyes,True,CM,74
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,7,Yoann Touzghar,Troyes,True,FW,75
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,8,Jimmy Giraudon,Troyes,True,CB,90
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,10,Florian Tardieu,Troyes,True,CM,90
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,11,Gerson Rodrigues,Troyes,True,RM,90
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,17,Yoann Salmier,Troyes,True,CB,90
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,23,Adil Rami,Troyes,True,CB,78
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,25,Mama Samba Baldé,Troyes,True,LM,75
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,40,Jessy Moulin,Troyes,False,,0
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,5,Tristan Dingomé,Troyes,False,LM,15
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,9,Suk Hyun-jun,Troyes,False,FW,15
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,14,Dylan Chambost,Troyes,False,,0
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,19,Oualid El Hajjam,Troyes,False,,0
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,20,Renaud Ripart,Troyes,False,CB,12
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,24,Xavier Chavalerin,Troyes,False,CM,16
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,28,Nassim Chadli,Troyes,False,LB,4
FRA-Ligue 1,2122,2021-11-28 Marseille-Troyes,29,Issa Kaboré,Troyes,False,,0
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,40,Marco Bizot,Brest,True,GK,90
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,2,Jean-Kevin Duverne,Brest,True,LB,90
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,5,Brendan Chardonnet,Brest,True,CB,90
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,7,Haris Belkebla,Brest,True,"DM,CM",90
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,9,Franck Honorat,Brest,True,"LW,LM",90
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,15,Steve Mounié,Brest,True,FW,90
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,18,Ronaël Pierre-Gabriel,Brest,True,RB,90
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,21,Romain Faivre,Brest,True,"RW,RM",89
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,23,Christophe Hérelle,Brest,True,CB,45
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,26,Jérémy Le Douaron,Brest,True,AM,57
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,27,Hugo Magnetti,Brest,True,"DM,CM",90
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,1,Gautier Larsonneur,Brest,False,,0
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,3,Lilian Brassier,Brest,False,CB,45
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,10,Lucien Agoume,Brest,False,,0
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,14,Irvin Cardona,Brest,False,"FW,AM",33
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,19,Rafiki Said,Brest,False,,0
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,20,Jere Uronen,Brest,False,,0
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,22,Julien Faussurier,Brest,False,,0
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,25,Romain Del Castillo,Brest,False,RM,1
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,29,Youssouph Badji,Brest,False,,0
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,16,Alexander Nübel,Monaco,True,GK,90
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,3,Guillermo Maripán,Monaco,True,CB,90
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,5,Benoît Badiashile,Monaco,True,CB,90
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,7,Gelson Martins,Monaco,True,RM,64
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,8,Aurélien Tchouaméni,Monaco,True,CM,90
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,10,Wissam Ben Yedder,Monaco,True,"FW,AM",83
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,11,Jean Lucas,Monaco,True,CM,57
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,12,Caio Henrique Oliveira Silva,Monaco,True,LB,64
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,26,Ruben Aguilar,Monaco,True,"RB,CB",90
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,31,Kevin Volland,Monaco,True,"FW,AM,LM",90
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,37,Sofiane Diop,Monaco,True,LM,45
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,1,Radosław Majecki,Monaco,False,,0
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,6,Axel Disasi,Monaco,False,,0
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,9,Myron Boadu,Monaco,False,FW,45
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,14,Ismail Jakobs,Monaco,False,WB,26
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,17,Aleksandr Golovin,Monaco,False,CM,33
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,19,Djibril Sidibé,Monaco,False,WB,26
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,21,Strahinja Pavlović,Monaco,False,,0
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,22,Youssouf Fofana,Monaco,False,AM,7
FRA-Ligue 1,2122,2021-10-31 Brest-Monaco,39,Wilson Isidor,Monaco,False,,0
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,1,Benoît Costil,Bordeaux,True,GK,90
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,2,Stian Rode Gregersen,Bordeaux,True,CB,90
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,4,Mexer,Bordeaux,True,CB,90
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,8,Jean Onana,Bordeaux,True,CM,90
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,12,Ricardo Mangas,Bordeaux,True,LB,90
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,18,Hwang Ui-jo,Bordeaux,True,FW,76
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,19,Yacine Adli,Bordeaux,True,FW,69
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,25,Enock Kwateng,Bordeaux,True,RB,90
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,27,Tom Lacoux,Bordeaux,True,CM,69
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,28,Remi Oudin,Bordeaux,True,LM,75
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,29,Alberth Elis,Bordeaux,True,RM,86
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,16,Gaëtan Poussin,Bordeaux,False,,0
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,5,Otávio,Bordeaux,False,,0
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,7,Jimmy Briand,Bordeaux,False,RM,4
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,13,Fransérgio,Bordeaux,False,CM,21
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,14,Gideon Mensah,Bordeaux,False,,0
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,20,Issouf Sissokho,Bordeaux,False,,0
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,21,Javairô Dilrosun,Bordeaux,False,LM,15
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,22,Timothee Pembele,Bordeaux,False,FW,21
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,23,M'Baye Niang,Bordeaux,False,FW,14
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,1,Anthony Lopes,Lyon,True,GK,90
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,3,Emerson Palmieri,Lyon,True,WB,75
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,4,Castello Lukeba,Lyon,True,CB,90
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,5,Jason Denayer,Lyon,True,CB,43
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,8,Houssem Aouar,Lyon,True,AM,90
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,10,Lucas Paquetá,Lyon,True,"FW,AM",90
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,17,Malo Gusto,Lyon,True,WB,90
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,23,Thiago Mendes,Lyon,True,"CM,CB",90
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,27,Jérôme Boateng,Lyon,True,CB,75
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,29,Xherdan Shaqiri,Lyon,True,AM,65
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,39,Bruno Guimarães,Lyon,True,CM,90
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,30,Julian Pollersbeck,Lyon,False,,0
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,7,Karl Toko Ekambi,Lyon,False,WB,15
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,9,Moussa Dembélé,Lyon,False,FW,25
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,12,Henrique,Lyon,False,,0
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,18,Rayan Cherki,Lyon,False,,0
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,19,Habib Keita,Lyon,False,,0
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,20,Islam Slimani,Lyon,False,,0
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,21,Damien Da Silva,Lyon,False,CB,47
FRA-Ligue 1,2122,2021-12-05 Bordeaux-Lyon,25,Maxence Caqueret,Lyon,False,"CM,CB",15
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,16,Alexander Nübel,Monaco,True,GK,90
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,5,Benoît Badiashile,Monaco,True,CB,90
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,6,Axel Disasi,Monaco,True,CB,90
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,7,Gelson Martins,Monaco,True,RM,59
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,8,Aurélien Tchouaméni,Monaco,True,CM,90
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,10,Wissam Ben Yedder,Monaco,True,FW,73
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,12,Caio Henrique Oliveira Silva,Monaco,True,LB,90
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,22,Youssouf Fofana,Monaco,True,CM,90
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,31,Kevin Volland,Monaco,True,FW,59
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,34,Chrislain Matsima,Monaco,True,RB,45
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,37,Sofiane Diop,Monaco,True,LM,73
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,1,Radosław Majecki,Monaco,False,,0
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,9,Myron Boadu,Monaco,False,FW,31
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,11,Jean Lucas,Monaco,False,RM,31
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,14,Ismail Jakobs,Monaco,False,,0
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,21,Strahinja Pavlović,Monaco,False,,0
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,26,Ruben Aguilar,Monaco,False,RB,45
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,27,Krépin Diatta,Monaco,False,LM,17
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,36,Eliot Matazo,Monaco,False,,0
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,39,Wilson Isidor,Monaco,False,FW,17
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,16,Pau López,Marseille,True,GK,90
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,2,William Saliba,Marseille,True,CB,90
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,4,Boubacar Kamara,Marseille,True,CM,90
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,5,Leonardo Balerdi,Marseille,True,CB,90
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,6,Mattéo Guendouzi,Marseille,True,AM,90
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,7,Amine Harit,Marseille,True,FW,71
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,12,Bamba Dieng,Marseille,True,LW,66
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,14,Luan Peres Petroni,Marseille,True,CB,90
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,17,Cengiz Ünder,Marseille,True,RW,78
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,21,Valentin Rongier,Marseille,True,CM,90
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,29,Pol Lirola,Marseille,True,CM,78
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,30,Steve Mandanda,Marseille,False,,0
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,3,Álvaro González,Marseille,False,,0
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,8,Gerson,Marseille,False,FW,19
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,11,Luis Henrique,Marseille,False,"RW,LW",24
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,15,Duje Ćaleta-Car,Marseille,False,,0
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,20,Konrad De La Fuente,Marseille,False,LW,12
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,22,Pape Gueye,Marseille,False,CM,12
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,26,Oussama Targhalline,Marseille,False,,0
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,32,Salim Ben Seghir,Marseille,False,,0
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,40,Etienne Green,Saint-Étienne,True,GK,90
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,2,Harold Moukoudi,Saint-Étienne,True,CB,90
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,5,Timothée Kolodziejczak,Saint-Étienne,True,CB,90
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,7,Ryad Boudebouz,Saint-Étienne,True,AM,77
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,8,Mahdi Camara,Saint-Étienne,True,RB,90
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,10,Wahbi Khazri,Saint-Étienne,True,FW,90
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,13,Miguel Trauco,Saint-Étienne,True,LB,90
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,18,Arnaud Nordin,Saint-Étienne,True,RW,64
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,19,Yvan Neyou,Saint-Étienne,True,DM,64
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,20,Denis Bouanga,Saint-Étienne,True,"LW,RW",88
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,28,Zaydou Youssouf,Saint-Étienne,True,DM,90
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,1,Stefan Bajic,Saint-Étienne,False,,0
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,4,Saidou Sow,Saint-Étienne,False,,0
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,6,Lucas Gourna-Douath,Saint-Étienne,False,"DM,RW",26
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,9,Juan Ignacio Ramírez,Saint-Étienne,False,,0
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,14,Jean-Philippe Krasso,Saint-Étienne,False,RW,2
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,17,Adil Aouchiche,Saint-Étienne,False,LW,13
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,21,Romain Hamouma,Saint-Étienne,False,"AM,DM",26
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,25,Assane Dioussé,Saint-Étienne,False,,0
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,33,Mickael Nade,Saint-Étienne,False,,0
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,1,Anthony Lopes,Lyon,True,GK,73
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,2,Sinaly Diomande,Lyon,True,CB,90
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,7,Karl Toko Ekambi,Lyon,True,LW,90
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,8,Houssem Aouar,Lyon,True,"AM,RW",87
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,10,Lucas Paquetá,Lyon,True,"FW,AM",90
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,12,Henrique,Lyon,True,LB,90
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,14,Leo Dubois,Lyon,True,RB,90
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,25,Maxence Caqueret,Lyon,True,DM,90
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,27,Jérôme Boateng,Lyon,True,CB,67
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,29,Xherdan Shaqiri,Lyon,True,RW,75
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,39,Bruno Guimarães,Lyon,True,DM,87
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,30,Julian Pollersbeck,Lyon,False,GK,15
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,4,Castello Lukeba,Lyon,False,,0
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,5,Jason Denayer,Lyon,False,CB,23
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,11,Tino Kadewere,Lyon,False,,0
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,17,Malo Gusto,Lyon,False,RW,3
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,18,Rayan Cherki,Lyon,False,,0
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,19,Habib Keita,Lyon,False,,0
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,21,Damien Da Silva,Lyon,False,,0
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,23,Thiago Mendes,Lyon,False,DM,3
FRA-Ligue 1,2122,2021-09-18 Lens-Lille,16,Jean-Louis Leca,Lens,True,GK,90
FRA-Ligue 1,2122,2021-09-18 Lens-Lille,4,Kevin Danso,Lens,True,CB,90
FRA-Ligue 1,2122,2021-09-18 Lens-Lille,7,Florian Sotoca,Lens,True,"FW,AM",90
