,COMPETITION,SEASON,game,minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1,SCA 2,SCA 2
7177,ESP-La Liga,2223,2023-04-22 Osasuna-Betis,69,Ayoze Pérez,Betis,0.04,0.11,Saved,15,Left Foot,,Rodri,Pass (Live),Juan Miranda,Pass (Live)
7178,ESP-La Liga,2223,2023-04-22 Osasuna-Betis,70,Guido Rodríguez,Betis,0.36,0.28,Goal,6,Head,,Rodri,Pass (Live),Sergio Canales,Pass (Dead)
7179,ESP-La Liga,2223,2023-04-22 Osasuna-Betis,74,Sergio Canales,Betis,0.02,,Blocked,30,Left Foot,,Joaquín,Pass (Live),Ayoze Pérez,Pass (Live)
7180,ESP-La Liga,2223,2023-04-22 Osasuna-Betis,84,Willian José,Betis,0.1,0.16,Saved,6,Head,,Rodri,Pass (Live),Sergio Canales,Pass (Live)
7181,ESP-La Liga,2223,2023-04-22 Osasuna-Betis,85,Luiz Felipe,Betis,0.04,,Off Target,12,Other,,Joaquín,Pass (Live),Martín Montoya,Pass (Live)
7182,ESP-La Liga,2223,2023-04-22 Osasuna-Betis,86,Martín Montoya,Betis,0.04,,Woodwork,21,Right Foot,Volley,Luiz Felipe,Shot,,
7183,ESP-La Liga,2223,2023-04-22 Osasuna-Betis,90+3,Guido Rodríguez,Betis,0.02,,Blocked,30,Right Foot,,Rodri,Pass (Live),Sergio Canales,Pass (Live)
7184,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,3,Gabriel Veiga,Celta Vigo,0.02,,Off Target,26,Right Foot,,Augusto Solari,Pass (Live),,
7185,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,20,Aurélien Tchouaméni,Real Madrid,0.14,,Off Target,9,Head,,Marco Asensio,Pass (Dead),Dani Ceballos,Pass (Live)
7186,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,21,Karim Benzema,Real Madrid,0.04,,Off Target,28,Right Foot,,Dani Ceballos,Pass (Live),Vinicius Júnior,Pass (Live)
7187,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,22,Marco Asensio,Real Madrid,0.02,,Blocked,27,Left Foot,,Nacho,Pass (Live),Marco Asensio,Pass (Live)
7188,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,25,Dani Ceballos,Real Madrid,0.05,,Off Target,24,Right Foot,,,,,
7189,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,26,Marco Asensio,Real Madrid,0.04,,Blocked,23,Left Foot,,Vinicius Júnior,Pass (Live),,
7190,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,26,Nacho,Real Madrid,0.03,,Off Target,23,Left Foot,,Marco Asensio,Pass (Live),Nacho,Pass (Live)
7191,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,28,Karim Benzema,Real Madrid,0.19,,Off Target,8,Head,,Marco Asensio,Pass (Dead),Vinicius Júnior,Fouled
7192,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,32,Karim Benzema,Real Madrid,0.18,,Blocked,21,Right Foot,Free kick,Vinicius Júnior,Fouled,Karim Benzema,Pass (Live)
7193,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,33,Antonio Rüdiger,Real Madrid,0.14,,Off Target,7,Head,,Nacho,Pass (Live),Dani Ceballos,Pass (Live)
7194,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,36,Aurélien Tchouaméni,Real Madrid,0.04,,Off Target,11,Head,,Marco Asensio,Pass (Dead),Éder Militão,Pass (Live)
7195,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,42,Marco Asensio,Real Madrid,0.09,0.43,Goal,15,Left Foot,Deflected,Vinicius Júnior,Pass (Live),Dani Ceballos,Pass (Live)
7196,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,45+2,Gabriel Veiga,Celta Vigo,0.02,,Off Target,32,Right Foot,,Javi Galán,Pass (Dead),Gabriel Veiga,Fouled
7197,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,48,Éder Militão,Real Madrid,0.13,0.23,Goal,8,Head,,Marco Asensio,Pass (Dead),Marco Asensio,Pass (Live)
7198,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,51,Haris Seferović,Celta Vigo,0.09,,Blocked,17,Right Foot,,Iago Aspas,Pass (Live),Gabriel Veiga,Pass (Live)
7199,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,51,Marco Asensio,Real Madrid,0.11,0.06,Saved,18,Left Foot,,Karim Benzema,Pass (Live),Vinicius Júnior,Pass (Live)
7200,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,53,Gabriel Veiga,Celta Vigo,0.01,,Blocked,23,Right Foot,Volley,Luca de la Torre,Pass (Live),,
7201,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,56,Iago Aspas,Celta Vigo,0.13,,Off Target,17,Left Foot,,Javi Galán,Pass (Live),Franco Cervi,Pass (Live)
7202,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,61,Karim Benzema,Real Madrid,0.14,0.61,Saved,7,Head,Deflected,Vinicius Júnior,Pass (Live),Vinicius Júnior,Take-On
7203,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,62,Luca de la Torre,Celta Vigo,0.11,,Blocked,13,Left Foot,Volley,Javi Galán,Pass (Live),Fran Beltrán,Pass (Live)
7204,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,63,Óscar Rodríguez Arnaiz,Celta Vigo,0.03,,Off Target,29,Right Foot,,Iago Aspas,Pass (Live),Javi Galán,Pass (Live)
7205,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,66,Vinicius Júnior,Real Madrid,0.02,0.02,Saved,15,Right Foot,,Vinicius Júnior,Take-On,Vinicius Júnior,Take-On
7206,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,69,Luca de la Torre,Celta Vigo,0.02,,Off Target,27,Right Foot,,Unai Núñez,Tackle,,
7207,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,76,Karim Benzema,Real Madrid,0.07,,Off Target,10,Head,,Marco Asensio,Pass (Dead),Marco Asensio,Pass (Live)
7208,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,77,Iago Aspas,Celta Vigo,0.33,0.85,Saved,5,Right Foot,,Iago Aspas,Take-On,Óscar Rodríguez Arnaiz,Pass (Live)
7209,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,78,Gonçalo Paciência,Celta Vigo,0.15,,Off Target,5,Head,,Óscar Rodríguez Arnaiz,Pass (Live),Iago Aspas,Pass (Dead)
7210,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,89,Lucas Vázquez,Real Madrid,0.03,,Off Target,27,Right Foot,,Karim Benzema,Pass (Live),Rodrygo,Pass (Live)
7211,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,90,Iago Aspas,Celta Vigo,0.04,0.06,Saved,14,Right Foot,Deflected,Óscar Rodríguez Arnaiz,Pass (Live),,
7212,ESP-La Liga,2223,2023-04-22 Real Madrid-Celta Vigo,90+3,Unai Núñez,Celta Vigo,0.02,,Off Target,15,Head,,Iago Aspas,Pass (Dead),Iago Aspas,Fouled
7213,ESP-La Liga,2223,2023-04-22 Real Sociedad-Rayo Vallecano,10,Aritz Elustondo,Real Sociedad,0.05,,Blocked,12,Head,,Mikel Oyarzabal,Pass (Live),David Silva,Pass (Live)
7214,ESP-La Liga,2223,2023-04-22 Real Sociedad-Rayo Vallecano,18,Alexander Sørloth,Real Sociedad,0.1,,Off Target,6,Head,,Martín Zubimendi,Pass (Live),David Silva,Pass (Live)
7215,ESP-La Liga,2223,2023-04-22 Real Sociedad-Rayo Vallecano,22,David Silva,Real Sociedad,0.12,,Off Target,6,Left Foot,,Alexander Sørloth,Pass (Live),Mikel Merino,Pass (Live)
7216,ESP-La Liga,2223,2023-04-22 Real Sociedad-Rayo Vallecano,32,Mikel Oyarzabal,Real Sociedad,0.02,,Blocked,23,Left Foot,,David Silva,Pass (Live),Mikel Oyarzabal,Pass (Live)
7217,ESP-La Liga,2223,2023-04-22 Real Sociedad-Rayo Vallecano,37,Florian Lejeune,Rayo Vallecano,0.03,,Blocked,35,Right Foot,Free kick,Isaac Palazón Camacho,Fouled,Óscar Trejo,Pass (Live)
7218,ESP-La Liga,2223,2023-04-22 Real Sociedad-Rayo Vallecano,43,Aritz Elustondo,Real Sociedad,0.05,,Off Target,60,Right Foot,,,,,
7219,ESP-La Liga,2223,2023-04-22 Real Sociedad-Rayo Vallecano,51,Óscar Trejo,Rayo Vallecano,0.11,0.27,Saved,12,Right Foot,,Santi Comesaña,Pass (Live),Raúl de Tomás,Pass (Live)
7220,ESP-La Liga,2223,2023-04-22 Real Sociedad-Rayo Vallecano,57,Isaac Palazón Camacho,Rayo Vallecano,0.16,0.11,Goal,20,Left Foot,,Isaac Palazón Camacho,Take-On,,
7221,ESP-La Liga,2223,2023-04-22 Real Sociedad-Rayo Vallecano,59,Alexander Sørloth,Real Sociedad,0.16,0.31,Goal,10,Head,,Aihen Muñoz,Pass (Live),David Silva,Pass (Live)
7222,ESP-La Liga,2223,2023-04-22 Real Sociedad-Rayo Vallecano,71,Raúl de Tomás,Rayo Vallecano,0.12,,Blocked,16,Left Foot,,Isaac Palazón Camacho,Pass (Live),Santi Comesaña,Pass (Live)
7223,ESP-La Liga,2223,2023-04-22 Real Sociedad-Rayo Vallecano,78,Isaac Palazón Camacho,Rayo Vallecano,0.01,,Off Target,27,Left Foot,Volley,Raúl de Tomás,Tackle,,
7224,ESP-La Liga,2223,2023-04-22 Real Sociedad-Rayo Vallecano,81,Carlos Fernández,Real Sociedad,0.07,,Off Target,10,Head,,Aihen Muñoz,Pass (Live),Mohamed Ali Cho,Pass (Live)
7225,ESP-La Liga,2223,2023-04-22 Real Sociedad-Rayo Vallecano,87,Sergio Camello,Rayo Vallecano,0.03,,Off Target,9,Head,,Isaac Palazón Camacho,Pass (Live),Unai López,Pass (Live)
7226,ESP-La Liga,2223,2023-04-22 Real Sociedad-Rayo Vallecano,90,Sergio Camello,Rayo Vallecano,0.04,,Off Target,10,Head,,Isaac Palazón Camacho,Pass (Live),Unai López,Pass (Live)
7227,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,4,Cyle Larin,Valladolid,0.13,,Off Target,11,Right Foot,,Kike Pérez,Pass (Live),Iván Fresneda,Pass (Live)
7228,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,6,Cyle Larin,Valladolid,0.14,,Off Target,6,Head,,Iván Fresneda,Pass (Live),Monchu,Pass (Live)
7229,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,7,Javi Hernández,Girona,0.01,,Off Target,35,Left Foot,,Javi Hernández,Pass (Live),Oriol Romeu,Pass (Live)
7230,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,8,Gonzalo Plata,Valladolid,0.02,,Blocked,23,Left Foot,Deflected,Iván Fresneda,Pass (Live),Monchu,Pass (Live)
7231,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,23,Reinier,Girona,0.06,,Blocked,23,Right Foot,,Valery Fernández,Pass (Live),Viktor Tsyhankov,Pass (Live)
7232,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,24,Monchu,Valladolid,0.2,0.62,Goal,10,Left Foot,,Gonzalo Plata,Pass (Live),Iván Fresneda,Pass (Dead)
7233,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,28,Javi Hernández,Girona,0.02,0.22,Saved,31,Left Foot,,Reinier,Pass (Live),Javi Hernández,Pass (Live)
7234,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,29,Sergio Escudero,Valladolid,0.03,0.59,Saved,28,Left Foot,,Kike Pérez,Pass (Live),Kike Pérez,Pass (Live)
7235,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,31,Kike Pérez,Valladolid,0.03,,Off Target,25,Left Foot,,Cyle Larin,Pass (Live),Gonzalo Plata,Pass (Live)
7236,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,35,Cristhian Stuani,Girona,0.11,,Blocked,10,Right Foot,Volley,Iván Martín,Pass (Live),Viktor Tsyhankov,Pass (Live)
7237,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,36,Valery Fernández,Girona,0.02,,Off Target,25,Left Foot,Volley,Cristhian Stuani,Shot,,
7238,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,37,Juanpe,Girona,0.1,,Off Target,8,Right Foot,Volley,Arnau Martinez,Pass (Live),Viktor Tsyhankov,Pass (Dead)
7239,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,44,Cyle Larin,Valladolid,0.03,,Blocked,14,Left Foot,,Kike Pérez,Pass (Live),Gonzalo Plata,Pass (Live)
7240,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,44,Gonzalo Plata,Valladolid,0.03,,Blocked,15,Left Foot,,Cyle Larin,Shot,,
7241,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,44,Jawad El Yamiq,Valladolid,0.03,,Blocked,31,Right Foot,,Jawad El Yamiq,Take-On,,
7242,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,52,Iván Martín,Girona,0.08,0.38,Saved,15,Right Foot,Deflected,Viktor Tsyhankov,Pass (Live),Oriol Romeu,Pass (Live)
7243,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,53,Iván Fresneda,Valladolid,0.03,,Blocked,23,Right Foot,,Selim Amallah,Pass (Live),Martin Hongla,Pass (Live)
7244,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,53,Cyle Larin,Valladolid,0.3,0.74,Saved,5,Head,,Kike Pérez,Pass (Live),Gonzalo Plata,Pass (Live)
7245,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,55,Cyle Larin,Valladolid,0.02,,Off Target,51,Right Foot,,Gonzalo Plata,Interception,,
7246,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,57,Javi Hernández,Girona,0.02,0.05,Saved,34,Left Foot,,Oriol Romeu,Pass (Live),Viktor Tsyhankov,Pass (Live)
7247,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,66,Reinier,Girona,0.06,0.06,Saved,12,Left Foot,,Valery Fernández,Pass (Live),Viktor Tsyhankov,Pass (Live)
7248,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,69,Bernardo Espinosa,Girona,0.06,0.03,Saved,16,Left Foot,Volley,Juanpe,Pass (Live),Iván Martín,Pass (Live)
7249,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,74,Gonzalo Plata,Valladolid,0.02,0.14,Saved,24,Left Foot,,Álvaro Aguado,Pass (Live),Álvaro Aguado,Take-On
7250,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,82,Darwin Machís,Valladolid,0.02,0.15,Saved,16,Left Foot,,,,,
7251,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,83,Cristhian Stuani,Girona,0.19,,Off Target,8,Head,,Rodrigo Riquelme,Pass (Live),Rodrigo Riquelme,Take-On
7252,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,89,Álvaro Aguado,Valladolid,0.07,0.21,Saved,15,Right Foot,,Álvaro Aguado,Take-On,Kike Pérez,Pass (Live)
7253,ESP-La Liga,2223,2023-04-22 Valladolid-Girona,90+4,Cristhian Stuani,Girona,0.27,0.85,Saved,5,Right Foot,Volley,Reinier,Pass (Live),Rodrigo Riquelme,Pass (Dead)
7254,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,1,Antoine Griezmann,Atlético Madrid,0.05,,Woodwork,23,Left Foot,,Ángel Correa,Pass (Live),Thomas Lemar,Tackle
7255,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,17,Robert Lewandowski,Barcelona,0.08,,Blocked,15,Right Foot,,Robert Lewandowski,Take-On,Ronald Araújo,Pass (Live)
7256,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,20,Ángel Correa,Atlético Madrid,0.02,0.07,Saved,18,Right Foot,,Yannick Carrasco,Pass (Live),Rodrigo De Paul,Pass (Live)
7257,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,20,Alejandro Balde,Barcelona,0.06,,Blocked,17,Right Foot,,Frenkie de Jong,Pass (Live),Marc-André ter Stegen,Pass (Live)
7258,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,33,Frenkie de Jong,Barcelona,0.03,,Off Target,17,Right Foot,,Frenkie de Jong,Take-On,,
7259,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,35,Antoine Griezmann,Atlético Madrid,0.09,0.19,Saved,13,Left Foot,,Yannick Carrasco,Take-On,José María Giménez,Pass (Live)
7260,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,44,Ferrán Torres,Barcelona,0.09,0.19,Goal,19,Right Foot,,Raphinha,Pass (Live),Ronald Araújo,Pass (Live)
7261,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,46,Robert Lewandowski,Barcelona,0.06,0.21,Saved,16,Right Foot,Volley,Jules Koundé,Pass (Live),Raphinha,Pass (Live)
7262,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,46,Thomas Lemar,Atlético Madrid,0.11,,Off Target,10,Right Foot,Volley,Rodrigo De Paul,Pass (Live),Ángel Correa,Pass (Live)
7263,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,48,Ferrán Torres,Barcelona,0.04,0.09,Saved,25,Right Foot,,Raphinha,Pass (Live),Ferrán Torres,Pass (Live)
7264,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,50,Yannick Carrasco,Atlético Madrid,0.03,,Off Target,19,Right Foot,,Rodrigo De Paul,Pass (Live),Stefan Savić,Pass (Live)
7265,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,56,Raphinha,Barcelona,0.03,,Off Target,27,Left Foot,,Robert Lewandowski,Pass (Live),Sergio Busquets,Pass (Live)
7266,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,58,Yannick Carrasco,Atlético Madrid,0.08,,Off Target,19,Right Foot,,Nahuel Molina,Pass (Live),Ángel Correa,Pass (Live)
7267,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,61,Gavi,Barcelona,0.03,,Blocked,20,Right Foot,,Jules Koundé,Pass (Live),Ferrán Torres,Pass (Live)
7268,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,61,Gavi,Barcelona,0.07,,Off Target,12,Right Foot,,Gavi,Shot,,
7269,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,63,Rodrigo De Paul,Atlético Madrid,0.13,,Off Target,15,Left Foot,,Thomas Lemar,Pass (Live),Nahuel Molina,Pass (Live)
7270,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,64,Pedri,Barcelona,0.19,,Off Target,10,Right Foot,,Raphinha,Pass (Live),Sergio Busquets,Pass (Live)
7271,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,69,Nahuel Molina,Atlético Madrid,0.07,,Blocked,12,Right Foot,,Álvaro Morata,Pass (Live),Rodrigo De Paul,Pass (Live)
7272,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,70,Álvaro Morata,Atlético Madrid,0.05,,Blocked,13,Left Foot,,Antoine Griezmann,Pass (Live),Álvaro Morata,Pass (Live)
7273,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,72,Gavi,Barcelona,0.5,,Off Target,12,Left Foot,,Raphinha,Pass (Live),Sergio Busquets,Pass (Live)
7274,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,72,Raphinha,Barcelona,0.76,0.85,Saved,4,Left Foot,,Robert Lewandowski,Pass (Live),Frenkie de Jong,Pass (Live)
7275,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,73,Antoine Griezmann,Atlético Madrid,0.51,0.34,Saved,10,Right Foot,,Álvaro Morata,Pass (Live),Álvaro Morata,Take-On
7276,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,76,Robert Lewandowski,Barcelona,0.24,,Off Target,29,Right Foot,,Eric García,Pass (Live),Alejandro Balde,Pass (Live)
7277,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,86,Yannick Carrasco,Atlético Madrid,0.04,,Blocked,16,Left Foot,,Yannick Carrasco,Take-On,Sergio Reguilón,Pass (Live)
7278,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,87,Álvaro Morata,Atlético Madrid,0.08,,Off Target,6,Head,,Sergio Reguilón,Pass (Live),Yannick Carrasco,Pass (Live)
7279,ESP-La Liga,2223,2023-04-23 Barcelona-Atlético Madrid,90+5,Antoine Griezmann,Atlético Madrid,0.03,,Off Target,13,Head,,Nahuel Molina,Pass (Live),Sergio Reguilón,Pass (Live)
7280,ESP-La Liga,2223,2023-04-23 Elche-Valencia,4,Pere Milla,Elche,0.02,,Off Target,21,Left Foot,,Fidel,Pass (Live),Tete Morente,Pass (Dead)
7281,ESP-La Liga,2223,2023-04-23 Elche-Valencia,6,Nicolás González,Valencia,0.37,,Woodwork,6,Head,,Domingos André Ribeiro Almeida,Pass (Live),Samuel Lino,Pass (Live)
7282,ESP-La Liga,2223,2023-04-23 Elche-Valencia,6,Mouctar Diakhaby,Valencia,0.07,0.16,Saved,9,Head,,Nicolás González,Shot,,
7283,ESP-La Liga,2223,2023-04-23 Elche-Valencia,19,Samuel Lino,Valencia,0.42,0.57,Goal,10,Left Foot,,Edinson Cavani,Pass (Live),Giorgi Mamardashvili,Pass (Dead)
7284,ESP-La Liga,2223,2023-04-23 Elche-Valencia,24,Lucas Boyé,Elche,0.02,,Blocked,13,Head,,Raúl Guti,Pass (Live),Omar Mascarell,Pass (Live)
7285,ESP-La Liga,2223,2023-04-23 Elche-Valencia,30,Lucas Boyé,Elche,0.15,,Off Target,7,Head,,Fidel,Pass (Dead),Pere Milla,Pass (Live)
7286,ESP-La Liga,2223,2023-04-23 Elche-Valencia,34,Samuel Lino,Valencia,0.1,0.09,Saved,15,Right Foot,,José Luis Gayà,Pass (Live),,
7287,ESP-La Liga,2223,2023-04-23 Elche-Valencia,39,Tete Morente,Elche,0.07,,Off Target,8,Head,,Lautaro Blanco,Pass (Live),Tete Morente,Pass (Live)
7288,ESP-La Liga,2223,2023-04-23 Elche-Valencia,45+6,Gonzalo Verdú,Elche,0.29,,Off Target,4,Head,,Fidel,Pass (Dead),,
7289,ESP-La Liga,2223,2023-04-23 Elche-Valencia,51,Samuel Lino,Valencia,0.04,,Off Target,18,Right Foot,,Samuel Lino,Take-On,Yunus Musah,Pass (Live)
7290,ESP-La Liga,2223,2023-04-23 Elche-Valencia,59,Tete Morente,Elche,0.04,,Off Target,11,Right Foot,,Fidel,Pass (Dead),Carlos Clerc,Pass (Live)
7291,ESP-La Liga,2223,2023-04-23 Elche-Valencia,60,Raúl Guti,Elche,0.03,0.03,Saved,30,Right Foot,,Fidel,Pass (Live),Fidel,Take-On
7292,ESP-La Liga,2223,2023-04-23 Mallorca-Getafe,12,Enes Ünal,Getafe,0.03,,Off Target,15,Head,,Omar Alderete,Pass (Live),Domingos Duarte,Pass (Live)
7293,ESP-La Liga,2223,2023-04-23 Mallorca-Getafe,23,Borja Mayoral,Getafe,0.02,0.03,Goal,25,Left Foot,Deflected,Luis Milla,Pass (Live),Omar Alderete,Pass (Live)
7294,ESP-La Liga,2223,2023-04-23 Mallorca-Getafe,40,Domingos Duarte,Getafe,0.05,,Blocked,13,Right Foot,Volley,Munir El Haddadi,Pass (Dead),Enes Ünal,Pass (Live)
7295,ESP-La Liga,2223,2023-04-23 Mallorca-Getafe,45+2,Vedat Muriqi,Mallorca,0.06,,Off Target,13,Head,,Pablo Maffeo,Pass (Live),Iñigo Ruiz de Galarreta,Pass (Live)
7296,ESP-La Liga,2223,2023-04-23 Mallorca-Getafe,56,Vedat Muriqi,Mallorca,0.21,,Off Target,9,Head,,Lee Kang-in,Pass (Dead),Antonio Raillo,Fouled
7297,ESP-La Liga,2223,2023-04-23 Mallorca-Getafe,56,Manu Morlanes,Mallorca,0.05,0.26,Saved,18,Left Foot,,Lee Kang-in,Pass (Live),,
7298,ESP-La Liga,2223,2023-04-23 Mallorca-Getafe,56,Lee Kang-in,Mallorca,0.63,0.6,Goal,7,Left Foot,,Manu Morlanes,Shot,,
7299,ESP-La Liga,2223,2023-04-23 Mallorca-Getafe,62,Lee Kang-in,Mallorca,0.03,,Off Target,13,Right Foot,,Lee Kang-in,Take-On,Vedat Muriqi,Pass (Live)
7300,ESP-La Liga,2223,2023-04-23 Mallorca-Getafe,64,Antonio Raillo,Mallorca,0.07,0.23,Goal,9,Head,,Iñigo Ruiz de Galarreta,Pass (Dead),Predrag Rajković,Pass (Live)
7301,ESP-La Liga,2223,2023-04-23 Mallorca-Getafe,78,Vedat Muriqi,Mallorca,0.14,,Off Target,10,Right Foot,Volley,Lee Kang-in,Pass (Dead),Iñigo Ruiz de Galarreta,Fouled
7302,ESP-La Liga,2223,2023-04-23 Mallorca-Getafe,90+6,Lee Kang-in,Mallorca,0.34,0.58,Goal,14,Left Foot,,Antonio Raillo,Pass (Live),,
7303,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,2,Rafa Mir,Sevilla,0.04,,Blocked,15,Right Foot,,Suso,Pass (Live),Óliver Torres,Pass (Live)
7304,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,2,Pape Gueye,Sevilla,0.05,,Off Target,8,Head,,Ivan Rakitić,Pass (Live),Suso,Pass (Live)
7305,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,3,Ivan Rakitić,Sevilla,0.07,,Off Target,23,Right Foot,,,,,
7306,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,4,Bryan Gil,Sevilla,0.08,,Blocked,13,Left Foot,,Óliver Torres,Pass (Live),Suso,Pass (Live)
7307,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,5,Rafa Mir,Sevilla,0.07,,Off Target,12,Right Foot,,Óliver Torres,Tackle,,
7308,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,7,Óliver Torres,Sevilla,0.03,,Off Target,19,Right Foot,,Gonzalo Montiel,Pass (Live),Tanguy Nianzou,Interception
7309,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,9,Rafa Mir,Sevilla,0.06,0.41,Saved,10,Head,,Óliver Torres,Pass (Live),Ivan Rakitić,Pass (Live)
7310,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,16,Rafa Mir,Sevilla,0.13,,Off Target,11,Head,,Suso,Pass (Live),Gonzalo Montiel,Pass (Live)
7311,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,26,Suso,Sevilla,0.04,0.28,Saved,27,Left Foot,,,,,
7312,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,34,Rafa Mir,Sevilla,0.11,0.38,Goal,15,Right Foot,,Suso,Pass (Live),Suso,Take-On
7313,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,38,Pape Gueye,Sevilla,0.02,,Off Target,34,Left Foot,,Gonzalo Montiel,Pass (Dead),,
7314,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,40,Giovani Lo Celso,Villarreal,0.19,,Off Target,11,Left Foot,,Samuel Chukwueze,Pass (Live),Giovani Lo Celso,Pass (Live)
